name,location,investment_focus,investor_type,stage_focus,portfolio_examples,source_link
Sue Xu,United States California San Francisco,"Advertising, Health Care, Wearables","Venture Capital, Accelerator, Private Equity Firm, Angel/Individual, Micro VC, Investor","Seed, Pre-Seed, Early Stage Venture","Instawork, Evertoon, SnapUp, Pay By Group, Webflow",https://investorhunt.co/investors/sue-xu
Rob Ospalik,United States Illinois Chicago,"Health Care, Hospitals, Accounting","Venture Capital, Private Equity Firm, Investor",Seed,"Arrive, Sittercity, FullContact, Accuri Cytometers, Appcast",https://investorhunt.co/investors/rob-ospalik
Keith Rabois,United States California Surrey,"Health Care, Wearables, E-commerce","Venture Capital, Private Equity Firm, Angel/Individual, Venture Debt, Investment Partner, Investor",Early Stage Venture,"1000memories, 2bkco, After School, Airbnb, AlterG",https://investorhunt.co/investors/keith-rabois
Abhinav Chaturvedi,India Karnataka Bengaluru,"Advertising, Health Care, E-commerce","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Finance Operator, Investor",Early Stage Venture,"Charles, ConductorOne, Swiggy, Productiv, CityMall",https://investorhunt.co/investors/abhinav-chaturvedi
David Blumberg,United States Florida North Miami Beach,"Advertising, Health Care, Talent Management","Venture Capital, Founder, Private Equity Firm, Angel/Individual, CEO, Investment Partner","Seed, Series B, Early Stage Venture, Series A","ZipZap, isocket, LiquidM, Mytaverse, Pontera",https://investorhunt.co/investors/david-blumberg
Jason Yeh,United States California Santa Monica,"Health Care, Wearables, E-commerce","Venture Capital, Private Equity Firm, Angel/Individual",Seed,"Avant Arte, Torch Leadership Labs, Highsnobiety, Riot Games, Upward Farms",https://investorhunt.co/investors/jason-yeh
Brandon Mills,United States Ohio Columbus,"Health Care, Data Integration, Talent Management","Venture Capital, Private Equity Firm, Investment Partner",Early Stage Venture,"CirrusMD, KOHO Financial, Beam Dental, Circulo Health, Physna",https://investorhunt.co/investors/brandon-mills
Will Quist,United States California San Francisco,"Health Care, Telecommunications, Customer Service","Venture Capital, Design Operator, Engineering Operator, Strategy Operator, Private Equity Firm, Micro VC","Early Stage Venture, Series A","Alibabacom, Axcient, Jajah, OnDeck Capital, Practice Fusion",https://investorhunt.co/investors/will-quist
Patrick Lor,Canada Alberta Calgary,"Advertising, Clean Tech, Health Care","Venture Capital, Founder, Private Equity Firm, Angel/Individual","Seed, Early Stage Venture, Series A","Hack Capital Ventures, Creative Market, Leankor, Allocadia, iStockphoto.com",https://investorhunt.co/investors/patrick-lor
Christopher Steed,United States District of Columbia Washington,"Health Care, Emerging Technology, Digital Services","Venture Capital, Private Equity Firm, Investor","Seed, Early Stage Venture","Bugcrowd, Dashbird, Teraki, Menlo Micro, GreyNoise Intelligence",https://investorhunt.co/investors/christopher-steed
Jonathan Ellis,United States Illinois Chicago,"Advertising, Health Care, Data Integration","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Micro VC, Investor",,"Calm, Clipisode, Cozy, Din, Faction Collective",https://investorhunt.co/investors/jonathan-ellis
Todd Thomson,United States California Beverly Hills,"Health Care, Drug Discovery, Microfluidic Automation","Venture Capital, Private Equity Firm",Early Stage Venture,"Barents Group, LLC",https://investorhunt.co/investors/todd-thomson
Jonathan Hodson,Singapore Central Singapore Community Development Council Singapore,"Advertising, Health Care, South East Asia-based Startups","Venture Capital, Founder, Private Equity Firm",Early Stage Venture,"Tazapay, Lexer, Cialfo, BukuKas, Kyt",https://investorhunt.co/investors/jonathan-hodson
Andrew Brennan,United States Maryland Baltimore,"Advertising, Health Care, Wearables","Venture Capital, Private Equity Firm, Investor",Seed,"Tripwire, Pure Health Solutions, PepperBall, ICS, Handel’s Homemade Ice Cream",https://investorhunt.co/investors/andrew-brennan
Lenny Pruss,United States California San Francisco,"Health Care, Data Integration, Talent Management","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investor","Early Stage Venture, Series A","Hex Technologies Inc., Datadog, LightStep, Cockroach Labs, Kryptnostic",https://investorhunt.co/investors/lenny-pruss
Blake Koriath,United States Indiana Indianapolis,"Advertising, Creative Venture, Health Care","Venture Capital, Incubator, Accelerator, Corporate Venture Capital, Private Equity Firm, CEO","Seed, Series B, Series A","Malomo, Cured, Indianapolis Zoological Society, Orr Fellowship, hc1.com",https://investorhunt.co/investors/blake-koriath
Vishal Gupta,India Karnataka Bengaluru,"Health Care, Emerging Technology, High-growth Startups","Venture Capital, Corporate Venture Capital, Private Equity Firm, Finance Operator, Venture Debt",Seed,Nutanix Beam,https://investorhunt.co/investors/vishal-gupta
Roger Lee,United States California San Francisco,"Advertising, Health Care, Talent Management","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner","Series B, Early Stage Venture, Series A","Clever, Zen99, Vera, HotelTonight, Platfora",https://investorhunt.co/investors/roger-lee
Peter Fenton,United States California Palo Alto,"Advertising, Health Care, Data Integration","Venture Capital, Private Equity Firm, Investor",,"Product Science, Mercor, Exa, Sierra, Ollama",https://investorhunt.co/investors/peter-fenton
Colin Beirne,United States New York New York City,"Health Care, Data Integration, Research and Development","Venture Capital, Private Equity Firm, Investment Partner, Investor","Seed, Series A","Experiment, Amper Music, Lully, Comet.ml, Brella Insurance",https://investorhunt.co/investors/colin-beirne
Will Porteous,United States New York New York City,"Health Care, Data Integration, Wearables","Venture Capital, Private Equity Firm, Investor","Seed, Series A","Fi, Lovelace AI, HyperSpectral, Wave, Pattern Brands",https://investorhunt.co/investors/will-porteous
Thomas Ball,United States Texas Austin,"Health Care, Remote Work Tech, Wearables","Venture Capital, Founder, Private Equity Firm, Investor","Seed, Early Stage Venture","Umbel, Dropoff, Silvercar, Bazaarvoice, NileGuide",https://investorhunt.co/investors/thomas-ball
Adam Rothenberg,United States New York New York City,"Health Care, Disruptive Innovation, Wellness","Venture Capital, Founder, Private Equity Firm, Finance Operator, Micro VC, Investment Partner","Seed, Pre-Seed, Early Stage Venture, Series A","Lever, Sunrise, Genies, Rebel, Circa",https://investorhunt.co/investors/adam-rothenberg
Crystal Huang,United States New York New York City,"Clean Tech, Health Care, Emerging Technology","Venture Capital, Entrepreneurship Program, Private Equity Firm, Angel/Individual, Finance Operator, Investor","Series B, Early Stage Venture",Attest,https://investorhunt.co/investors/crystal-huang
Suresh Shanmugham,United States California Los Altos,"Food & Beverage, Advertising, Advice","Venture Capital, Private Equity Firm, Micro VC",,CITYDATA.ai,https://investorhunt.co/investors/suresh-shanmugham
Mourad Yesayan,United States District of Columbia Washington,"Health Care, Emerging Technology, Digital Services","Venture Capital, Private Equity Firm, Investor","Seed, Early Stage Venture","Expel, BuildingIQ, RiskSense Inc, Decentriq, Corellium",https://investorhunt.co/investors/mourad-yesayan
Kuo-Yi Lim,Singapore Central Singapore Community Development Council Singapore,"Advertising, Creative Venture, Health Care","Venture Capital, Founder, Private Equity Firm","Early Stage Venture, Series A","dataxu, Gengo, Kalibrr, Ninja Van, Reebonz",https://investorhunt.co/investors/kuo-yi-lim
Michael Pollan,France Île-de-France Paris,"Health Care, Solar Energy, E-commerce","Venture Capital, Private Equity Firm, Fund Of Funds",Early Stage Venture,"Elistair, Artifakt, AgomAb Therapeutics, BIZAY / 360imprimir, Biosyl",https://investorhunt.co/investors/michael-pollan
Arun Penmetsa,United States California Palo Alto,"Health Care, Hospitals, Customer Service","Venture Capital, Entrepreneurship Program, Private Equity Firm","Seed, Early Stage Venture, Series A","Spry Health, PuzzleSocial, Enumeral Biomedical, TruSTAR Technology, Bridgit",https://investorhunt.co/investors/arun-penmetsa
Jomayra Herrera,United States New York New York City,"Health Care, E-commerce, Cybersecurity","Venture Capital, Private Equity Firm, Investor",Seed,"Marit Health, FoodHealth Company (formerly bitewell), Manifold, Winnie",https://investorhunt.co/investors/jomayra-herrera
Hamet Watt,United States California Los Angeles,"Health Care, Events Services, Wellness","Venture Capital, Founder, Angel/Individual, CEO, Investor",Seed,Bevy,https://investorhunt.co/investors/hamet-watt
Ross Stern,United States Massachusetts Boston,"Advertising, Health Care, Data Integration","Venture Capital, Private Equity Firm, Investment Partner, Investor",Series B,"Uber, Mozio, Philz Coffee, Reverb.com, Klaviyo",https://investorhunt.co/investors/ross-d-stern
Rajeev Chand,United States California San Francisco,"Health Care, Data Integration, Semantic Search","Venture Capital, Founder, Private Equity Firm, Investor","Series B, Early Stage Venture, Series A","Human Interest, Validere, Palerra, Valtix, SetSail",https://investorhunt.co/investors/rajeev-chand
Dillon Joyce,United States California San Francisco,"Advertising, Health Care, Talent Management","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Series B, Early Stage Venture, Series A","TrueContext, formerly ProntoForms, Shippeo, Curve Dental, ContinuumCloud, Maxio",https://investorhunt.co/investors/dillon-joyce
Krista Covey,United States North Carolina Durham,"Health Care, Wellness, Energy","Engineering Operator, Angel/Individual",Early Stage Venture,"Carry Venture Capital, NC IDEA, InBIA - International Business Innovation Association, The San Antonio Chamber of Commerce, Pasco Economic Development Council",https://investorhunt.co/investors/krista-covey
Jason Corsello,United States Connecticut Madison,"Health Care, Talent Management, Remote Work Tech","Venture Capital, Private Equity Firm, Operator, Micro VC, Investor","Seed, Early Stage Venture","Assembly, Yankee Group Research, Inc., Commendo Software, Inc.",https://investorhunt.co/investors/jason-corsello
Jim Ferry,United States Massachusetts Boston,"Advertising, Health Care, Telecommunications","Venture Capital, Private Equity Firm, Investor",Series B,"Assent Compliance, Ping Identity, Xoom, TraceLink, mindSHIFT Technologies",https://investorhunt.co/investors/jim-ferry
Peter Nieh,United States California San Francisco,"Health Care, E-commerce, Customer Service","Venture Capital, Founder, Private Equity Firm, Finance Operator, Micro VC, Investor",Series B,"Carta, Hubilo, Split Software, The Nudge, BetterUp",https://investorhunt.co/investors/peter-nieh
Marek Kiisa,Sweden Stockholm County Stockholm,"Health Care, Mobility, Autonomous Vehicles","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner","Seed, Early Stage Venture, Series A, Late Stage Venture","Warren.io, Wwwash, Barking, Monese, Planet OS",https://investorhunt.co/investors/marek-kiisa
Marc Singer,United States Pennsylvania Philadelphia,"Health Care, Genetics, Payments","Venture Capital, University Program, Entrepreneurship Program, Private Equity Firm, Investor",Series A,"Picwell, LunaDNA, Kymeta, Landos Biopharma, Censys",https://investorhunt.co/investors/marc-singer
Emily Fritze,United States California Menlo Park,"Health Care, Autonomous Vehicles, E-commerce","Venture Capital, Private Equity Firm, Investor","Series B, Series A","Luminar, Honest Buildings, Sterblue, Simple Energy, Comfy",https://investorhunt.co/investors/emily-fritze
Juan Zavala,United States Maryland Baltimore,"Advertising, Health Care, Remote Work Tech","Venture Capital, Private Equity Firm, Investor","Seed, Early Stage Venture","Practice, Mashable, Climb Credit, Think Through Learning, Moodlerooms",https://investorhunt.co/investors/juan-zavala-cfa-caia
Kunal Desai,India Maharashtra Mumbai,"Health Care, Talent Management, Hospitals","Venture Capital, Incubator, Corporate Venture Capital, Private Equity Firm",Non Equity Assistance,"Aquasail, Cloudleaf, Centre for Sight, Avaamo, Medwell Ventures",https://investorhunt.co/investors/kunal-desai
Jeff Wesley,United States Michigan Lansing,"Advertising, Health Care, Research and Development","Venture Capital, Incubator, Entrepreneurship Program, Accelerator, Private Equity Firm, Angel/Individual, Investor","Seed, Pre-Seed","Genomenon, Avidhrt, Ripple Science, CiBO Technologies, GreenMark Biomedical",https://investorhunt.co/investors/jeff-wesley
Emery Waddell,United States Georgia Atlanta,"Advertising, Health Care, Remote Work Tech","Venture Capital, Private Equity Firm",Early Stage Venture,"boostr, TimeDoc Health, Transitiv, XOi Technologies, Hive",https://investorhunt.co/investors/emery-waddell
Vivek Ramaswami,United States California San Francisco,"Advertising, Health Care, Data Integration","Venture Capital, Private Equity Firm, Angel/Individual, Investor","Seed, Pre-Seed, Early Stage Venture, Series A","Dropzone AI, Recraft, Anagram · Full-time, Read AI",https://investorhunt.co/investors/vivek-ramaswami
Deborah Chu,United States California San Francisco,"Health Care, Remote Work Tech, Digital Therapeutics","Venture Capital, Private Equity Firm, Micro VC, Investment Partner","Seed, Early Stage Venture","Carta, Mayhem, Aceable, Upskill, Virgil Security",https://investorhunt.co/investors/deborah-chu-cfa
