name,website,stage_focus,investment_focus,avg_check_size,location,geographies,can_lead,source_link,portfolio_examples,investor_type,data_source
Eric Erb,,Seed,"Health Care, Talent Management, Telecommunications",,United States Massachusetts Wellesley,,,https://investorhunt.co/investors/eric-erb,"UpKeep, Harry's, Integral Development, Roofstock, Spacemesh","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Olga Danilchanka,,Series B,"Patient Care, Health Care, Research and Development",,United States Massachusetts Cambridge,,,https://investorhunt.co/investors/olga-danilchanka,"PAQ Therapeutics, AXONIS Therapeutics, Therini Bio, Inc., Ambagon Therapeutics, Ray Therapeutics, Inc.","Venture Capital, Angel/Individual, Investor",investorhunt
Rob Ward,,,"Advertising, Health Care, E-commerce",,United States California Palo Alto,,,https://investorhunt.co/investors/rob-ward,Origin Systems Pty Ltd,"Venture Capital, Founder, Private Equity Firm, Micro VC, Investor",investorhunt
Ela Borenstein,,"Seed, Series A","Clean Tech, Health Care, Autonomous Vehicles",,Canada Quebec Montréal,,,https://investorhunt.co/investors/ela-borenstein,"Borrowell, Tulip Retail, Reperformance, Effenco, ZenHub","Venture Capital, Private Equity Firm, Investor",investorhunt
Manny Stockman,,Series A,"Health Care, Genetics, Payments",,United States Pennsylvania Philadelphia,,,https://investorhunt.co/investors/manny-stockman,"Picwell, LunaDNA, Kymeta, Landos Biopharma, Censys","Venture Capital, University Program, Entrepreneurship Program, Private Equity Firm, Investor",investorhunt
Kirk Nielsen,,Seed,"Patient Care, Health Care, Data Science",,United States Minnesota Minneapolis,,,https://investorhunt.co/investors/kirk-nielsen,"Relievant Medsystems, Intact Vascular, CVRx, Personal Genome Diagnostics, Vesper Medical","Venture Capital, Founder, Private Equity Firm, Investor",investorhunt
Karthik Narayanaswamy,,Non Equity Assistance,"Health Care, Hospitals, Wellness",,India Maharashtra Mumbai,,,https://investorhunt.co/investors/karthik-narayanaswamy,"NephroPlus, Surya Hospitals","Venture Capital, Private Equity Firm",investorhunt
Allison Lechnir,,"Early Stage Venture, Series A","Advertising, Health Care, Talent Management",,United States Illinois Chicago,,,https://investorhunt.co/investors/allison-lechnir,"Malomo, FourKites, BlackCart, Podchaser, NestEgg","Venture Capital, Private Equity Firm",investorhunt
Ajit Singh,,Early Stage Venture,"Creative Venture, Clean Tech, Health Care",,United States California Palo Alto,,,https://investorhunt.co/investors/ajit-singh,"CardioDx, Click Diagnostics, Positrigo, Harbinger Health, Trilantic North America","Venture Capital, Private Equity Firm",investorhunt
George Roberts,,,"Advertising, Health Care, Talent Management",,United States Massachusetts Boston,,,https://investorhunt.co/investors/george-roberts,"Vianai, CONBODY","Venture Capital, Entrepreneurship Program, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Dan Gebremedhin,,Series A,"Health Care, Medication Adherence, Healthcare Delivery",,United States California San Diego,,,https://investorhunt.co/investors/dan-md,"Eden Health, LuminDx, Welltok, EarlyBird, Rock Health","Venture Capital, Private Equity Firm, Investor",investorhunt
Peter Lee,,,"Advertising, Health Care, Commercial",,United States California Los Angeles,,,https://investorhunt.co/investors/peter-lee,EnerVenue,"Venture Capital, Founder, Private Equity Firm, Investor",investorhunt
Todd Kimmel,,"Seed, Pre-Seed, Early Stage Venture","Health Care, Drug Discovery, E-commerce",,United States California Menlo Park,,,https://investorhunt.co/investors/todd-kimmel,"Yellowsmith, Peek, OLSET, FLYR Labs, Crown Affair","Venture Capital, Entrepreneurship Program, Founder, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
Kristian Andersen,,"Seed, Series B, Early Stage Venture, Series A","Advertising, Creative Venture, Health Care",,United States Indiana Indianapolis,,,https://investorhunt.co/investors/kristian-andersen,"MightySignal, Emplify, Formspring, Formstack, Periodic","Venture Capital, Incubator, Accelerator, Corporate Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Albert Wenger,,"Seed, Series A","Health Care, Wellness, Enterprise Software",,United States New York New York City,,,https://investorhunt.co/investors/albert-wenger,"Living Carbon, Marvel Fusion, impactMarket, DiviGas, Legendairy Foods","Venture Capital, Angel/Individual, Investment Partner, Investor",investorhunt
Yao Xiao,,Early Stage Venture,"Health Care, Emerging Technology, Telecommunications",,United States California Sunnyvale,,,https://investorhunt.co/investors/yao-xiao,"InnoStar Semiconductor, Teon Therapeutics, Unifimoney, Rebank, Tripalink","Venture Capital, Private Equity Firm, Micro VC, Investment Partner",investorhunt
Daniel Blomquist,,"Early Stage Venture, Series A","Health Care, Talent Management, Mobility",,Sweden Stockholm County Stockholm,,,https://investorhunt.co/investors/daniel-blomquist,"Aito Technologies, Futureplay Games, Hansoft, itslearning, iZettle","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator",investorhunt
Ben Yoskovitz,,"Seed, Pre-Seed","Health Care, Consumer Research, Autonomous Vehicles",,Canada Ontario Toronto,,,https://investorhunt.co/investors/ben-yoskovitz,"FLORA (Flora Fertility), Requity Homes, Proposify, Relay Platform, salesforce.com","Venture Capital, Incubator, Accelerator, Corporate Venture Capital, Private Equity Firm, Angel/Individual, Venture Debt, Investment Partner",investorhunt
Bruce Golden,,"Series B, Early Stage Venture","Advertising, Health Care, E-commerce",,United Kingdom England London,,,https://investorhunt.co/investors/bruce-golden,"OpenGamma, Qubit, ForgeRock, Mind Candy, Correlsense","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Heather Wood,,"Seed, Pre-Seed, Early Stage Venture, Series A","Health Care, Messaging, Wellness",,United States Missouri St. Louis,,,https://investorhunt.co/investors/heather-wood,"Lionize, Atlas Digital Group, Kangarootime","Venture Capital, Private Equity Firm, Finance Operator",investorhunt
Bernd Goergen,,Seed,"German Startups, Health Care, Research and Development",,Germany North Rhine-Westphalia Bonn,,,https://investorhunt.co/investors/bernd-goergen,"PEPperPRINT GmbH, Humedics GmbH, Fiagon, DZ BANK AG","Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Scott Kirk,,,"Health Care, Talent Management, Telecommunications",,United States California San Francisco,,,https://investorhunt.co/investors/scott-kirk,"Kirk & Co. LLC, Continental Grain Company","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Charles Birnbaum,,"Series B, Early Stage Venture, Series A, Late Stage Venture","Health Care, Emerging Technology, High-growth Startups",,United States New York New York City,,,https://investorhunt.co/investors/charles-birnbaum,"Betterment, Quantopian, Bread, OMsignal, Zoomin Software","Venture Capital, Corporate Venture Capital, Private Equity Firm, Finance Operator, Venture Debt, Investor",investorhunt
Sarah Wang,,"Series B, Series A","Health Care, Talent Management, Data Science",,United States California San Francisco,,,https://investorhunt.co/investors/sarah-wang,"CryptoKitties, dYdX, Oasis Labs, Forte, Celo","Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Sitar Teli,,"Seed, Early Stage Venture","Advertising, Health Care, Genetics",,United Kingdom England London,,,https://investorhunt.co/investors/sitar-teli,"Charlie, Curve, Hitch, Typeform, Marvel","Venture Capital, Product Operator, Founder, Private Equity Firm, Finance Operator, Micro VC, Investment Partner, Investor",investorhunt
Pejman Nozad,,"Seed, Pre-Seed, Early Stage Venture, Series A","Health Care, Autonomous Vehicles, Databases",,United States California Palo Alto,,,https://investorhunt.co/investors/pejman-nozad,"Filestack, Heap, DoorDash, Sensor Tower, Fieldbook","Venture Capital, Entrepreneurship Program, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Spencer Tall,,Seed,"Health Care, Cybersecurity, Wellness",,United States California San Francisco,,,https://investorhunt.co/investors/spencer-tall,Moki,"Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Robb Doub,,"Seed, Early Stage Venture","Advertising, Health Care, Remote Work Tech",,United States District of Columbia Washington,,,https://investorhunt.co/investors/robb-doub,"Practice, Mashable, Climb Credit, Think Through Learning, Moodlerooms","Venture Capital, Private Equity Firm, Investor",investorhunt
David Pakman,,"Series B, Early Stage Venture, Series A","Advertising, Health Care, Emerging Technology",,United States New York New York City,,,https://investorhunt.co/investors/david-pakman,"Klout, Dollar Shave Club, Singly, Smartling, TAE Technologies","Hedge Fund, Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Joanne Chen,,"Early Stage Venture, Series A","Advertising, Health Care, Emerging Technology",,United States California San Francisco,,,https://investorhunt.co/investors/joanne-chen,"LUUM, Jüsto, Safely You, Fulcrum, Tennr (YC W23)","Venture Capital, Founder, Private Equity Firm, Investment Partner",investorhunt
Om Malik,,"Early Stage Venture, Series A","Health Care, E-commerce, Sports",,United States California San Francisco,,,https://investorhunt.co/investors/om-malik,"Pendulum Therapeutics, EPNS, Hi Marley, Wefarm, Health Gorilla","Venture Capital, Founder, Private Equity Firm, Finance Operator, Venture Debt",investorhunt
Klaus Koenigshausen,,"Series B, Series A","Health Care, Talent Management, Telecommunications",,United States New York New York City,,,https://investorhunt.co/investors/klaus-koenigshausen,"By Chloe, Multi-Specialty HealthCare, TeachTown, SpringWorks Therapeutics, Broadstep Behavorial Health","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Lindsay Knight,,"Seed, Early Stage Venture","Health Care, Talent Management, E-commerce",,United States Illinois Chicago,,,https://investorhunt.co/investors/lindsay-knight,"Meta SaaS, Overdog, G2, CoPilot, Blitsy","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Tim Hoerr,,"Seed, Early Stage Venture","Health Care, Data Integration, E-commerce",,United States Illinois Champaign,,,https://investorhunt.co/investors/tim-hoerr,"Reconstruct, Built In, 12 Labs, Zerigo Health, OPER","Venture Capital, Founder, Private Equity Firm, CEO, Micro VC, Investor",investorhunt
Victor Lanio,,Series A,"Health Care, Hospitals, Medication Adherence",,United States Massachusetts Boston,,,https://investorhunt.co/investors/victor-lanio,"Eden Health, LuminDx, Welltok, EarlyBird, Rock Health","Venture Capital, Private Equity Firm, Investor",investorhunt
Matt McIlwain,,"Seed, Series A","Advertising, Health Care, Data Science",,United States Washington Seattle,,,https://investorhunt.co/investors/matt-mcilwain,"Common Room, Tastemaker, Placed, CIRCADIA, TerraClear","Venture Capital, Investor",investorhunt
Johannes Grefe,,Series B,"Advertising, Health Care, Data Integration",,United Kingdom England London,,,https://investorhunt.co/investors/johannes-grefe,"Uber, Mozio, Philz Coffee, Reverb.com, Klaviyo","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Christophe Bourque,,"Seed, Early Stage Venture, Series A","Health Care, E-commerce, Payments",,Canada Quebec Montréal,,,https://investorhunt.co/investors/christophe-bourque,"Borrowell, MUBI, KeyMe, DICE, Aire","Venture Capital, Private Equity Firm, Finance Operator, Micro VC, Investment Partner, Investor",investorhunt
Jean-Paul Sanday,,Early Stage Venture,"Advertising, Health Care, Drug Discovery",,United States California Menlo Park,,,https://investorhunt.co/investors/jean-paul-jp-sanday,"Scribe Therapeutics, Polly, Unagi Scooters, Riva Health, Platform9","Venture Capital, Private Equity Firm, Finance Operator, Investment Partner",investorhunt
Jens Baumgaertner,,Seed,"German Startups, Health Care, Research and Development",,Germany North Rhine-Westphalia Bonn,,,https://investorhunt.co/investors/jens-baumgrtner,"troy gmbh, MetisMotion, WeSustain","Venture Capital, Private Equity Firm, Angel/Individual",investorhunt
Ryan McDonald,,"Series B, Early Stage Venture, Late Stage Venture","Health Care, High-growth Startups, Wellness",,United States California San Francisco,,,https://investorhunt.co/investors/ryan-mcdonald,"Alecrim, Scratchpay","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Ho Nam,,"Series B, Early Stage Venture, Series A","Advertising, Health Care, Telecommunications",,United States California Burlingame,,,https://investorhunt.co/investors/ho-nam,"OtherInbox, TVU Networks, Quizlet, Xignite, Brightedge","Venture Capital, Corporate Venture Capital, Private Equity Firm, Finance Operator",investorhunt
Kunal Jain,,Non Equity Assistance,"Local Commerce, Health Care, Data Science",,India Maharashtra Mumbai,,,https://investorhunt.co/investors/kunal-jain,"HealthPlix, Purplle, HomeLane, LimeTray, Indus OS",Venture Capital,investorhunt
Alex Lehman,,Series B,"Health Care, Talent Management, Wearables",,United States California Stanford,,,https://investorhunt.co/investors/alex-lehman,"PlayVS, SafeGraph, CircleCI, BetterUp, Overtime","Venture Capital, Entrepreneurship Program, Private Equity Firm, Fund Of Funds, Investor",investorhunt
Avantika Daing,,Seed,"Advertising, Pollution Control, Health Care",,United States New York New York City,,,https://investorhunt.co/investors/avantika-daing,"Tinkergarten, Bitwise Industries, Ashvattha Therapeutics, Trustify, Einride","Venture Capital, Micro VC, Investor",investorhunt
Isabelle Cremoux,,Series B,"Health Care, Digital Services, Accounting",,France Île-de-France Paris,,,https://investorhunt.co/investors/isabelle-cremoux,"Testbirds, PEP-Therapy, TransferGo, LARQ, HomeRez","Hedge Fund, Venture Capital, Private Equity Firm, Investor",investorhunt
Randy Williams,,"Seed, Early Stage Venture","Health Care, Emerging Technology, E-commerce",,United States California San Francisco,,,https://investorhunt.co/investors/randy-williams,"Aqueduct Critical Care, HaptX, KiwiCo, UnaliWear, RealKey","Venture Capital, Angel Group, Private Equity Firm",investorhunt
